tau,z,PK,QQ,scattering_amp,|scattering_amp|2
0.0078125,-0.001,-0.000890503,-0.0276125,0.00146355-0.000308281i,-0.00228634
0.0078125,-0.000857143,-0.000763288,-0.0276125,0.00146356-0.000308381i,-0.00228096
0.0078125,-0.000714286,-0.000636074,-0.0276125,0.00146357-0.000308481i,-0.00227558
0.0078125,-0.000571429,-0.000508859,-0.0276125,0.00146357-0.00030858i,-0.00227019
0.0078125,-0.000428571,-0.000381644,-0.0276125,0.00146358-0.00030868i,-0.0022648
0.0078125,-0.000285714,-0.000254429,-0.0276125,0.00146359-0.00030878i,-0.0022594
0.0078125,-0.000142857,-0.000127215,-0.0276125,0.0014636-0.00030888i,-0.002254
0.0078125,0,0,-0.0276125,0.0014636-0.00030898i,-0.00224859
0.0078125,0.000142857,0.000127215,-0.0276125,0.00146361-0.000309079i,-0.00224318
0.0078125,0.000285714,0.000254429,-0.0276125,0.00146362-0.000309179i,-0.00223776
0.0078125,0.000428571,0.000381644,-0.0276125,0.00146363-0.000309279i,-0.00223235
0.0078125,0.000571429,0.000508859,-0.0276125,0.00146363-0.000309379i,-0.00222692
0.0078125,0.000714286,0.000636074,-0.0276125,0.00146364-0.000309479i,-0.00222149
0.0078125,0.000857143,0.000763288,-0.0276125,0.00146365-0.000309578i,-0.00221606
0.0078125,0.001,0.000890503,-0.0276125,0.00146366-0.000309678i,-0.00221062
0.0117188,-0.001,-0.000893955,-0.0414187,0.00226233-0.00028208i,0.00158118
0.0117188,-0.000857143,-0.000766247,-0.0414187,0.00226229-0.000282207i,0.00158577
0.0117188,-0.000714286,-0.000638539,-0.0414187,0.00226225-0.000282334i,0.00159036
0.0117188,-0.000571429,-0.000510831,-0.0414187,0.00226222-0.000282461i,0.00159495
0.0117188,-0.000428571,-0.000383123,-0.0414187,0.00226218-0.000282588i,0.00159955
0.0117188,-0.000285714,-0.000255416,-0.0414187,0.00226214-0.000282715i,0.00160415
0.0117188,-0.000142857,-0.000127708,-0.0414187,0.00226211-0.000282843i,0.00160876
0.0117188,0,0,-0.0414187,0.00226207-0.00028297i,0.00161337
0.0117188,0.000142857,0.000127708,-0.0414187,0.00226204-0.000283097i,0.00161798
0.0117188,0.000285714,0.000255416,-0.0414187,0.002262-0.000283224i,0.00162259
0.0117188,0.000428571,0.000383123,-0.0414187,0.00226196-0.000283351i,0.00162721
0.0117188,0.000571429,0.000510831,-0.0414187,0.00226193-0.000283478i,0.00163183
0.0117188,0.000714286,0.000638539,-0.0414187,0.00226189-0.000283606i,0.00163646
0.0117188,0.000857143,0.000766247,-0.0414187,0.00226185-0.000283733i,0.00164109
0.0117188,0.001,0.000893955,-0.0414187,0.00226182-0.00028386i,0.00164572
0.015625,-0.001,-0.000897406,-0.055225,0.0031518-0.000254339i,0.0037425
0.015625,-0.000857143,-0.000769205,-0.055225,0.00315171-0.000254495i,0.0037469
0.015625,-0.000714286,-0.000641004,-0.055225,0.00315162-0.000254651i,0.0037513
0.015625,-0.000571429,-0.000512804,-0.055225,0.00315153-0.000254807i,0.00375571
0.015625,-0.000428571,-0.000384603,-0.055225,0.00315145-0.000254963i,0.00376012
0.015625,-0.000285714,-0.000256402,-0.055225,0.00315136-0.000255119i,0.00376454
0.015625,-0.000142857,-0.000128201,-0.055225,0.00315127-0.000255275i,0.00376896
0.015625,0,0,-0.055225,0.00315118-0.000255431i,0.00377338
0.015625,0.000142857,0.000128201,-0.055225,0.0031511-0.000255587i,0.00377781
0.015625,0.000285714,0.000256402,-0.055225,0.00315101-0.000255743i,0.00378224
0.015625,0.000428571,0.000384603,-0.055225,0.00315092-0.000255899i,0.00378667
0.015625,0.000571429,0.000512804,-0.055225,0.00315083-0.000256055i,0.00379111
0.015625,0.000714286,0.000641004,-0.055225,0.00315075-0.000256211i,0.00379555
0.015625,0.000857143,0.000769205,-0.055225,0.00315066-0.000256367i,0.00379999
0.015625,0.001,0.000897406,-0.055225,0.00315057-0.000256523i,0.00380444
0.0195312,-0.001,-0.000900858,-0.0690312,0.00413985-0.000225077i,0.0044558
0.0195312,-0.000857143,-0.000772164,-0.0690312,0.0041397-0.000225263i,0.00446035
0.0195312,-0.000714286,-0.00064347,-0.0690312,0.00413955-0.000225449i,0.00446491
0.0195312,-0.000571429,-0.000514776,-0.0690312,0.00413941-0.000225635i,0.00446947
0.0195312,-0.000428571,-0.000386082,-0.0690312,0.00413926-0.000225821i,0.00447403
0.0195312,-0.000285714,-0.000257388,-0.0690312,0.00413911-0.000226007i,0.0044786
0.0195312,-0.000142857,-0.000128694,-0.0690312,0.00413897-0.000226193i,0.00448317
0.0195312,0,0,-0.0690312,0.00413882-0.00022638i,0.00448774
0.0195312,0.000142857,0.000128694,-0.0690312,0.00413867-0.000226566i,0.00449232
0.0195312,0.000285714,0.000257388,-0.0690312,0.00413853-0.000226752i,0.0044969
0.0195312,0.000428571,0.000386082,-0.0690312,0.00413838-0.000226938i,0.00450148
0.0195312,0.000571429,0.000514776,-0.0690312,0.00413823-0.000227124i,0.00450607
0.0195312,0.000714286,0.00064347,-0.0690312,0.00413808-0.00022731i,0.00451066
0.0195312,0.000857143,0.000772164,-0.0690312,0.00413794-0.000227496i,0.00451526
0.0195312,0.001,0.000900858,-0.0690312,0.00413779-0.000227682i,0.00451986
0.0234375,-0.001,-0.000904309,-0.0828375,0.00523498-0.00019432i,0.00487196
0.0234375,-0.000857143,-0.000775122,-0.0828375,0.00523477-0.000194538i,0.00487684
0.0234375,-0.000714286,-0.000645935,-0.0828375,0.00523455-0.000194755i,0.00488174
0.0234375,-0.000571429,-0.000516748,-0.0828375,0.00523433-0.000194973i,0.00488663
0.0234375,-0.000428571,-0.000387561,-0.0828375,0.00523412-0.00019519i,0.00489154
0.0234375,-0.000285714,-0.000258374,-0.0828375,0.0052339-0.000195408i,0.00489644
0.0234375,-0.000142857,-0.000129187,-0.0828375,0.00523369-0.000195625i,0.00490135
0.0234375,0,0,-0.0828375,0.00523347-0.000195843i,0.00490627
0.0234375,0.000142857,0.000129187,-0.0828375,0.00523325-0.000196061i,0.00491118
0.0234375,0.000285714,0.000258374,-0.0828375,0.00523304-0.000196278i,0.00491611
0.0234375,0.000428571,0.000387561,-0.0828375,0.00523282-0.000196496i,0.00492103
0.0234375,0.000571429,0.000516748,-0.0828375,0.00523261-0.000196713i,0.00492596
0.0234375,0.000714286,0.000645935,-0.0828375,0.00523239-0.000196931i,0.0049309
0.0234375,0.000857143,0.000775122,-0.0828375,0.00523217-0.000197149i,0.00493584
0.0234375,0.001,0.000904309,-0.0828375,0.00523196-0.000197366i,0.00494078
0.0273438,-0.001,-0.000907761,-0.0966438,0.00644636-0.00016211i,0.00535619
0.0273438,-0.000857143,-0.000778081,-0.0966438,0.00644607-0.000162361i,0.00536157
0.0273438,-0.000714286,-0.000648401,-0.0966438,0.00644577-0.000162611i,0.00536696
0.0273438,-0.000571429,-0.000518721,-0.0966438,0.00644548-0.000162861i,0.00537234
0.0273438,-0.000428571,-0.00038904,-0.0966438,0.00644518-0.000163111i,0.00537774
0.0273438,-0.000285714,-0.00025936,-0.0966438,0.00644489-0.000163362i,0.00538313
0.0273438,-0.000142857,-0.00012968,-0.0966438,0.00644459-0.000163612i,0.00538854
0.0273438,0,0,-0.0966438,0.0064443-0.000163862i,0.00539394
0.0273438,0.000142857,0.00012968,-0.0966438,0.006444-0.000164113i,0.00539936
0.0273438,0.000285714,0.00025936,-0.0966438,0.00644371-0.000164363i,0.00540477
0.0273438,0.000428571,0.00038904,-0.0966438,0.00644341-0.000164613i,0.00541019
0.0273438,0.000571429,0.000518721,-0.0966438,0.00644311-0.000164864i,0.00541562
0.0273438,0.000714286,0.000648401,-0.0966438,0.00644282-0.000165114i,0.00542105
0.0273438,0.000857143,0.000778081,-0.0966438,0.00644252-0.000165364i,0.00542649
0.0273438,0.001,0.000907761,-0.0966438,0.00644223-0.000165615i,0.00543193
0.03125,-0.001,-0.000911212,-0.11045,0.00778388-0.000128503i,0.00603644
0.03125,-0.000857143,-0.000781039,-0.11045,0.00778349-0.000128788i,0.00604246
0.03125,-0.000714286,-0.000650866,-0.11045,0.00778311-0.000129072i,0.00604849
0.03125,-0.000571429,-0.000520693,-0.11045,0.00778272-0.000129356i,0.00605453
0.03125,-0.000428571,-0.00039052,-0.11045,0.00778233-0.00012964i,0.00606057
0.03125,-0.000285714,-0.000260346,-0.11045,0.00778195-0.000129925i,0.00606661
0.03125,-0.000142857,-0.000130173,-0.11045,0.00778156-0.000130209i,0.00607266
0.03125,0,0,-0.11045,0.00778117-0.000130493i,0.00607872
0.03125,0.000142857,0.000130173,-0.11045,0.00778078-0.000130778i,0.00608478
0.03125,0.000285714,0.000260346,-0.11045,0.0077804-0.000131062i,0.00609085
0.03125,0.000428571,0.00039052,-0.11045,0.00778001-0.000131346i,0.00609692
0.03125,0.000571429,0.000520693,-0.11045,0.00777962-0.000131631i,0.006103
0.03125,0.000714286,0.000650866,-0.11045,0.00777924-0.000131915i,0.00610908
0.03125,0.000857143,0.000781039,-0.11045,0.00777885-0.000132199i,0.00611517
0.03125,0.001,0.000911212,-0.11045,0.00777846-0.000132484i,0.00612126
0.0351562,-0.001,-0.000914664,-0.124256,0.00925818-9.3573e-05i,0.00698148
0.0351562,-0.000857143,-0.000783998,-0.124256,0.00925769-9.38924e-05i,0.00698833
0.0351562,-0.000714286,-0.000653331,-0.124256,0.0092572-9.42117e-05i,0.00699518
0.0351562,-0.000571429,-0.000522665,-0.124256,0.00925671-9.45311e-05i,0.00700204
0.0351562,-0.000428571,-0.000391999,-0.124256,0.00925622-9.48504e-05i,0.0070089
0.0351562,-0.000285714,-0.000261333,-0.124256,0.00925573-9.51698e-05i,0.00701577
0.0351562,-0.000142857,-0.000130666,-0.124256,0.00925523-9.54892e-05i,0.00702264
0.0351562,0,0,-0.124256,0.00925474-9.58086e-05i,0.00702952
0.0351562,0.000142857,0.000130666,-0.124256,0.00925425-9.6128e-05i,0.00703641
0.0351562,0.000285714,0.000261333,-0.124256,0.00925376-9.64475e-05i,0.0070433
0.0351562,0.000428571,0.000391999,-0.124256,0.00925327-9.67669e-05i,0.0070502
0.0351562,0.000571429,0.000522665,-0.124256,0.00925277-9.70864e-05i,0.00705711
0.0351562,0.000714286,0.000653331,-0.124256,0.00925228-9.74058e-05i,0.00706402
0.0351562,0.000857143,0.000783998,-0.124256,0.00925179-9.77253e-05i,0.00707094
0.0351562,0.001,0.000914664,-0.124256,0.0092513-9.80448e-05i,0.00707786
0.0390625,-0.001,-0.000918116,-0.138063,0.0108808-5.74115e-05i,0.00825566
0.0390625,-0.000857143,-0.000786956,-0.138063,0.0108802-5.7767e-05i,0.00826354
0.0390625,-0.000714286,-0.000655797,-0.138063,0.0108795-5.81225e-05i,0.00827141
0.0390625,-0.000571429,-0.000524637,-0.138063,0.0108789-5.8478e-05i,0.0082793
0.0390625,-0.000428571,-0.000393478,-0.138063,0.0108783-5.88335e-05i,0.00828719
0.0390625,-0.000285714,-0.000262319,-0.138063,0.0108777-5.9189e-05i,0.00829509
0.0390625,-0.000142857,-0.000131159,-0.138063,0.0108771-5.95445e-05i,0.008303
0.0390625,0,0,-0.138063,0.0108765-5.99001e-05i,0.00831091
0.0390625,0.000142857,0.000131159,-0.138063,0.0108759-6.02556e-05i,0.00831883
0.0390625,0.000285714,0.000262319,-0.138063,0.0108753-6.06112e-05i,0.00832676
0.0390625,0.000428571,0.000393478,-0.138063,0.0108746-6.09668e-05i,0.0083347
0.0390625,0.000571429,0.000524637,-0.138063,0.010874-6.13224e-05i,0.00834264
0.0390625,0.000714286,0.000655797,-0.138063,0.0108734-6.1678e-05i,0.00835059
0.0390625,0.000857143,0.000786956,-0.138063,0.0108728-6.20337e-05i,0.00835854
0.0390625,0.001,0.000918116,-0.138063,0.0108722-6.23893e-05i,0.00836651
0.0429688,-0.001,-0.000921567,-0.151869,0.012664-2.01329e-05i,0.00993831
0.0429688,-0.000857143,-0.000789915,-0.151869,0.0126632-2.05254e-05i,0.00994746
0.0429688,-0.000714286,-0.000658262,-0.151869,0.0126625-2.09179e-05i,0.00995661
0.0429688,-0.000571429,-0.00052661,-0.151869,0.0126618-2.13104e-05i,0.00996578
0.0429688,-0.000428571,-0.000394957,-0.151869,0.012661-2.1703e-05i,0.00997495
0.0429688,-0.000285714,-0.000263305,-0.151869,0.0126603-2.20955e-05i,0.00998413
0.0429688,-0.000142857,-0.000131652,-0.151869,0.0126595-2.24881e-05i,0.00999332
0.0429688,0,0,-0.151869,0.0126588-2.28807e-05i,0.0100025
0.0429688,0.000142857,0.000131652,-0.151869,0.012658-2.32733e-05i,0.0100117
0.0429688,0.000285714,0.000263305,-0.151869,0.0126573-2.3666e-05i,0.0100209
0.0429688,0.000428571,0.000394957,-0.151869,0.0126565-2.40586e-05i,0.0100302
