tau,z,PK,QQ,scattering_amp,|scattering_amp|2
0.0078125,-0.001,-0.000890503,-0.0276125,0.000310937-0.000196602i,-0.00228634
0.0078125,-0.000857143,-0.000763288,-0.0276125,0.000310854-0.000196605i,-0.00228096
0.0078125,-0.000714286,-0.000636074,-0.0276125,0.00031077-0.000196608i,-0.00227558
0.0078125,-0.000571429,-0.000508859,-0.0276125,0.000310687-0.000196611i,-0.00227019
0.0078125,-0.000428571,-0.000381644,-0.0276125,0.000310604-0.000196614i,-0.0022648
0.0078125,-0.000285714,-0.000254429,-0.0276125,0.000310521-0.000196617i,-0.0022594
0.0078125,-0.000142857,-0.000127215,-0.0276125,0.000310438-0.00019662i,-0.002254
0.0078125,0,0,-0.0276125,0.000310354-0.000196623i,-0.00224859
0.0078125,0.000142857,0.000127215,-0.0276125,0.000310271-0.000196626i,-0.00224318
0.0078125,0.000285714,0.000254429,-0.0276125,0.000310188-0.000196629i,-0.00223776
0.0078125,0.000428571,0.000381644,-0.0276125,0.000310104-0.000196632i,-0.00223235
0.0078125,0.000571429,0.000508859,-0.0276125,0.000310021-0.000196635i,-0.00222692
0.0078125,0.000714286,0.000636074,-0.0276125,0.000309938-0.000196637i,-0.00222149
0.0078125,0.000857143,0.000763288,-0.0276125,0.000309855-0.00019664i,-0.00221606
0.0078125,0.001,0.000890503,-0.0276125,0.000309771-0.000196643i,-0.00221062
0.0117188,-0.001,-0.000893955,-0.0414187,0.000323648-0.000188793i,0.00158118
0.0117188,-0.000857143,-0.000766247,-0.0414187,0.000323571-0.000188794i,0.00158577
0.0117188,-0.000714286,-0.000638539,-0.0414187,0.000323494-0.000188796i,0.00159036
0.0117188,-0.000571429,-0.000510831,-0.0414187,0.000323417-0.000188797i,0.00159495
0.0117188,-0.000428571,-0.000383123,-0.0414187,0.00032334-0.000188798i,0.00159955
0.0117188,-0.000285714,-0.000255416,-0.0414187,0.000323263-0.000188799i,0.00160415
0.0117188,-0.000142857,-0.000127708,-0.0414187,0.000323186-0.0001888i,0.00160876
0.0117188,0,0,-0.0414187,0.000323109-0.000188802i,0.00161337
0.0117188,0.000142857,0.000127708,-0.0414187,0.000323032-0.000188803i,0.00161798
0.0117188,0.000285714,0.000255416,-0.0414187,0.000322955-0.000188804i,0.00162259
0.0117188,0.000428571,0.000383123,-0.0414187,0.000322878-0.000188805i,0.00162721
0.0117188,0.000571429,0.000510831,-0.0414187,0.000322801-0.000188806i,0.00163183
0.0117188,0.000714286,0.000638539,-0.0414187,0.000322724-0.000188807i,0.00163646
0.0117188,0.000857143,0.000766247,-0.0414187,0.000322647-0.000188809i,0.00164109
0.0117188,0.001,0.000893955,-0.0414187,0.00032257-0.00018881i,0.00164572
0.015625,-0.001,-0.000897406,-0.055225,0.00033622-0.000180395i,0.0037425
0.015625,-0.000857143,-0.000769205,-0.055225,0.00033615-0.000180394i,0.0037469
0.015625,-0.000714286,-0.000641004,-0.055225,0.00033608-0.000180394i,0.0037513
0.015625,-0.000571429,-0.000512804,-0.055225,0.00033601-0.000180393i,0.00375571
0.015625,-0.000428571,-0.000384603,-0.055225,0.00033594-0.000180393i,0.00376012
0.015625,-0.000285714,-0.000256402,-0.055225,0.00033587-0.000180392i,0.00376454
0.015625,-0.000142857,-0.000128201,-0.055225,0.0003358-0.000180391i,0.00376896
0.015625,0,0,-0.055225,0.00033573-0.000180391i,0.00377338
0.015625,0.000142857,0.000128201,-0.055225,0.00033566-0.00018039i,0.00377781
0.015625,0.000285714,0.000256402,-0.055225,0.00033559-0.00018039i,0.00378224
0.015625,0.000428571,0.000384603,-0.055225,0.00033552-0.000180389i,0.00378667
0.015625,0.000571429,0.000512804,-0.055225,0.000335449-0.000180388i,0.00379111
0.015625,0.000714286,0.000641004,-0.055225,0.000335379-0.000180388i,0.00379555
0.015625,0.000857143,0.000769205,-0.055225,0.000335309-0.000180387i,0.00379999
0.015625,0.001,0.000897406,-0.055225,0.000335239-0.000180387i,0.00380444
0.0195312,-0.001,-0.000900858,-0.0690312,0.000348466-0.000171407i,0.0044558
0.0195312,-0.000857143,-0.000772164,-0.0690312,0.000348404-0.000171404i,0.00446035
0.0195312,-0.000714286,-0.00064347,-0.0690312,0.000348342-0.000171402i,0.00446491
0.0195312,-0.000571429,-0.000514776,-0.0690312,0.00034828-0.0001714i,0.00446947
0.0195312,-0.000428571,-0.000386082,-0.0690312,0.000348217-0.000171397i,0.00447403
0.0195312,-0.000285714,-0.000257388,-0.0690312,0.000348155-0.000171395i,0.0044786
0.0195312,-0.000142857,-0.000128694,-0.0690312,0.000348093-0.000171393i,0.00448317
0.0195312,0,0,-0.0690312,0.00034803-0.00017139i,0.00448774
0.0195312,0.000142857,0.000128694,-0.0690312,0.000347968-0.000171388i,0.00449232
0.0195312,0.000285714,0.000257388,-0.0690312,0.000347906-0.000171386i,0.0044969
0.0195312,0.000428571,0.000386082,-0.0690312,0.000347843-0.000171383i,0.00450148
0.0195312,0.000571429,0.000514776,-0.0690312,0.000347781-0.000171381i,0.00450607
0.0195312,0.000714286,0.00064347,-0.0690312,0.000347719-0.000171379i,0.00451066
0.0195312,0.000857143,0.000772164,-0.0690312,0.000347656-0.000171376i,0.00451526
